report_id,event_date,split,state,naics,naics4,trade,narrative,employer_redacted,hospitalised,amputations,loss_of_eye,severity,inspected,event_code,event_title,cause_group,fall_band_osha,nature_code,nature,body_part_code,body_part,source_code,source,secondary_source_code,secondary_source
2018076975,2018-07-11,train,Oklahoma,238220,2382,"Building equipment (electrical, plumbing, HVAC)","A rack of sheet metal tipped, and an employee's face and nose were lacerated by the falling sheet metal.",0,1,0,0,Hospitalised,0,6239,"Struck by falling object or equipment, n.e.c.",Struck by or against object,,132,"Cuts, lacerations",138,Multiple face locations,4137,Sheet metal,2214,Racks-garment and other
2018076978,2018-07-11,train,Connecticut,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was using a manual pallet jack to push a transformer when he made a sharp turn and the transformer fell on his leg, fracturing his tibia and fibula.",0,1,0,0,Hospitalised,0,6233,Struck by object falling from vehicle or machinery-other than vehicle part,Struck by or against object,,111,Fractures,513,Lower leg(s),4415,"Power lines, transformers, convertors",872,Pallet jack-nonpowered
2018076979,2018-07-11,train,Oklahoma,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)",Two employees were involved in an altercation and one employee was cut on the face with a knife.,0,1,0,0,Hospitalised,0,1112,"Stabbing, cutting, slashing, piercing",Other,,132,"Cuts, lacerations",130,"Face, unspecified",5720,"Co-worker or work associate of injured or ill worker, unspecified",7125,"Knives, unspecified or n.e.c."
2018076983,2018-07-11,train,Florida,238120,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","On July 11, 2018, an employee began having symptoms of heat-related illness while installing rebar at a construction site. He was hospitalized.",0,1,0,0,Hospitalised,0,531,Exposure to environmental heat,Heat stress,,1720,"Effects of heat and light, unspecified",6,BODY SYSTEMS,9262,Heat-environmental,,
2018076987,2018-07-11,train,New York,237310,2373,"Highway, street and bridge",An employee was in a manlift conducting demolition work. A piece of steel beam broke loose and struck the employee causing a left arm and shoulder fracture.,0,1,0,0,Hospitalised,0,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,111,Fractures,484,Shoulder(s) and arm(s),4133,Beams-unattached metal,,
2018077005,2018-07-12,train,Florida,238210,2382,"Building equipment (electrical, plumbing, HVAC)","An employee cut the wire of a lightning arrester. The hot wire then made contact with a metal bracket and a flash occurred, causing thermal burns to the employee's face and chest.",0,1,0,0,Hospitalised,0,5110,"Direct exposure to electricity, unspecified",Electrical,,1530,"Electrical burns, unspecified",83,Head and trunk,4415,"Power lines, transformers, convertors",429,"Fasteners, connectors, ropes, ties, n.e.c."
2018077007,2018-07-12,train,New York,237990,2379,Other heavy and civil,"An employee was using an underwater blaster to clear barnacle off of wooden columns when a wave came in and splashed against him, knocking him off balance and into the path of the blaster's water jet, which cut his left index finger. His left index finger was amputated.",0,1,1,0,Amputation,0,6242,Struck by discharged object or substance,Struck by or against object,,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",9254,Pressurized water-blast,7293,Power washers
2018077011,2018-07-12,train,Pennsylvania,238990,2389,"Other specialty trades (site prep, demolition)","An employee was standing on the tines of a forklift while the operator was driving it through a parking lot. The forklift hit a bump, knocking the employee off the tines. The forklift operator then ran over his leg, breaking his femur and ankle bones. He was hospitalized.",0,1,0,0,Hospitalised,0,2734,"Fall or jump from and struck by same vehicle in normal operation, nonroadway",Vehicle or mobile equipment,,111,Fractures,5839,"Ankle(s) and leg(s), n.e.c.",8621,"Forklift, order picker, platform truck-powered",,
2018077020,2018-07-12,train,Texas,237130,2371,Utility systems,"Employees were rolling telephone poles off a trailer. As a pole came off the truck, it landed on an employee's leg, breaking his tibia.",0,1,0,0,Hospitalised,0,6233,Struck by object falling from vehicle or machinery-other than vehicle part,Struck by or against object,,111,Fractures,513,Lower leg(s),6352,Utility and telephone poles,8421,"Semi, tractor-trailer, tanker truck"
2018077024,2018-07-12,train,New Hampshire,238320,2383,"Building finishing (drywall, painting, flooring)","An employee fell down an unmarked elevator shaft, breaking his foot.",0,1,0,0,Hospitalised,1,4320,"Fall through surface or existing opening, unspecified",Fall to lower level,,111,Fractures,530,"Foot (feet), unspecified",658,Elevator shafts,9999,Nonclassifiable
2018077025,2018-07-12,train,Illinois,238130,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was installing drywall on a piece of wall that was laying flat on the ground. Nearby, a 9-foot wall with drywall was already framed and standing on its own with four support braces. Strong winds blew the standing wall down and it struck the employee's back.",0,1,0,0,Hospitalised,1,655,"Struck, caught, or crushed in other collapsing structure or equipment",Caught in or crushed,,1972,"Soreness, pain, hurt-nonspecified injury",320,"Back, including spine, spinal cord, unspecified",6562,Walls,9272,"High winds, gusts, turbulence"
2018077038,2018-07-13,train,Florida,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was on a roof taking measurements when he slipped and fell 10 feet off of the roof, breaking both heels and requiring hospitalization. The pitch of the roof was 6- to 7 in 12.",0,1,0,0,Hospitalised,0,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,111,Fractures,5313,Heel(s),6540,"Roofs, unspecified",9999,Nonclassifiable
2018077048,2018-07-13,train,Georgia,236210,2362,Non-residential building,"An employee was unchaining a grader from a lowboy trailer. He tripped and fell, and his head struck the trailer. He suffered a cut to the forehead and possibly other injuries.",0,1,0,0,Hospitalised,0,424,"Fall onto or against object on same level, n.e.c.","Slip, trip or same-level fall",,132,"Cuts, lacerations",131,Forehead,660,"Floors, walkways, ground surfaces, unspecified",483,Trailers
2018077062,2018-07-13,train,Pennsylvania,236220,2362,Non-residential building,"An employee was working from a ladder that was 8 to 10 feet in height when he fell off the ladder, suffering brain bleeding, disorientation, and back fractures.",0,1,0,0,Hospitalised,1,4332,Other fall to lower level 6 to 10 feet,Fall to lower level,6-10 ft,1839,"Fractures and other injuries, n.e.c.",83,Head and trunk,740,"Ladders, unspecified",,
2018077067,2018-07-13,train,New York,238310,2383,"Building finishing (drywall, painting, flooring)","An employee was walking down the hallway while carrying tools when he tripped on the seam of a curled up Masonite board and fell, breaking his nose and left eye socket.",0,1,0,0,Hospitalised,0,4213,Fall on same level due to tripping over an object,"Slip, trip or same-level fall",,111,Fractures,138,Multiple face locations,6629,"Floor, n.e.c.",4159,"Wood, lumber, n.e.c."
2018077068,2018-07-13,train,Pennsylvania,238990,2389,"Other specialty trades (site prep, demolition)","An employee was setting a spud on a hydraulic dredge when the spud fell on and crushed the employee's right index finger, resulting in a partial finger amputation.",0,0,1,0,Amputation,0,6230,"Struck by falling object or equipment, unspecified",Struck by or against object,,1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",9999,Nonclassifiable,,
2018077071,2018-07-13,train,Alabama,237110,2371,Utility systems,"An employee was waiting on a backhoe to bring a manhole down from a stock pile to be installed at a pump station. The employee was sliding the manhole ring when a bolt that holds the backhoe blade caught the ring and lid. This caused the employee to lose his grip, and the ring and lid dropped on his left hand, smashing his index and ring fingers and resulting in a middle fingertip amputation.",0,0,1,0,Amputation,0,6231,Struck by object or equipment dropped by injured worker,Struck by or against object,,1311,Amputations,4422,Fingertip(s),499,"Parts and materials, n.e.c.",3211,"Backhoes, trackhoes"
2018077076,2018-07-13,train,Florida,238210,2382,"Building equipment (electrical, plumbing, HVAC)","A lineman was working on a switch from a bucket, covering electrical power lines with blankets and sleeves. As he reached for a jumper, his sweat-soaked shirt touched a hot jumper at the right arm while his left sleeve touched the switch bracket. A flash occurred, and he suffered first- and second-degree burns.",0,1,0,0,Hospitalised,1,5112,"Direct exposure to electricity, greater than 220 volts",Electrical,,1532,Second degree electrical burns,9999,Nonclassifiable,4415,"Power lines, transformers, convertors",9112,"Blouses, shirts, dresses, trousers, skirts"
2018077079,2018-07-13,train,West Virginia,238110,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","On July 13, 2018, an employee was cutting the top of a concrete wall with a gas-powered handsaw. The saw kicked back, striking and lacerating the employee's face. The employee was hospitalized.",0,1,0,0,Hospitalised,0,6252,Injured by slipping or swinging object held by injured worker,Struck by or against object,,132,"Cuts, lacerations",130,"Face, unspecified",7224,"Saws-powered, except chainsaws",,
2018077090,2018-07-14,train,Texas,238140,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was sweeping the floor inside a building. A conduit was being installed from the outside of the building; a 4x6x5 piece of stone was jarred loose from the top of a masonry column above where the employee was sweeping. The stone fell 23 feet onto the employee's hard hat, penetrating the hat and lacerating his head. He was hospitalized.",0,1,0,0,Hospitalised,1,6239,"Struck by falling object or equipment, n.e.c.",Struck by or against object,,132,"Cuts, lacerations",10,"Head, unspecified",4114,"Structural stones or slabs, n.e.c.",659,"Structural elements, n.e.c."
2018077102,2018-07-14,train,Texas,238220,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was installing an air handler on a building's second floor using an all-terrain forklift. The equipment had been placed on a 12-by-12 skate and moved to a placement pad. It shifted and struck the employee, causing fractures to the wrist, elbow, and leg, and a laceration to the forehead.",0,1,0,0,Hospitalised,0,60,"Contact with objects and equipment, unspecified",Unknown (not usable),,111,Fractures,87,Upper and lower limb(s),3319,"Cooling and humidifying machinery and appliances, n.e.c.",,
2018077103,2018-07-14,train,New York,238160,2381,"Foundation, structure and exterior (incl. roofing, framing, concrete, steel)","An employee was cutting insulation on a roof edge when the employee fell approximately 25 feet off the roof, landing on pavement. The employee injured the left hand and foot and sustained two spinal fractures.",0,1,0,0,Hospitalised,0,4335,Other fall to lower level 21 to 25 feet,Fall to lower level,21-25 ft,111,Fractures,320,"Back, including spine, spinal cord, unspecified",6544,Roof edges,660,"Floors, walkways, ground surfaces, unspecified"
2018077107,2018-07-15,train,Texas,238220,2382,"Building equipment (electrical, plumbing, HVAC)","An employee was troubleshooting an interlock switch on an HVAC unit. The employee's left pinky finger was caught in the HVAC door panel as the employee closed it, resulting in a fingertip amputation.",0,0,1,0,Amputation,0,642,Compressed or pinched by shifting objects or equipment,Caught in or crushed,,1311,Amputations,4422,Fingertip(s),330,"Heating, cooling, and cleaning machinery and appliances, unspecified",,
